time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.597250,0.2549,-0.5582,0.5520,0.825
1.607362,0.0318,-0.3908,0.3604,0.533
1.617169,-0.3965,-0.2234,-0.1061,0.467
1.629784,-0.1790,0.1796,0.0529,0.259
1.637544,-0.2368,0.3276,-0.0519,0.408
1.647313,-0.0502,0.2498,-0.1552,0.298
1.659887,0.1357,0.1425,-0.0618,0.206
1.667216,-0.1481,0.0058,0.0420,0.154
1.677603,-0.3242,-0.0328,0.1752,0.370
1.687477,-0.3151,-0.0813,0.2399,0.404
1.697144,-0.1109,-0.1005,-0.1947,0.246
1.707620,-0.0836,-0.0116,-0.1606,0.181
1.717166,-0.0959,0.0186,-0.1669,0.193
1.727188,-0.2358,0.0785,-0.0273,0.250
1.737546,0.0057,0.1089,-0.0151,0.110
1.747149,0.2669,0.0119,0.0758,0.278
1.757269,0.3139,-0.1245,0.1776,0.382
1.767281,0.1861,-0.3004,0.3792,0.518
1.779748,0.0207,-0.4373,0.6799,0.809
1.787666,-0.1831,-0.4860,0.6877,0.862
1.797774,-0.2009,-0.3389,0.3836,0.550
1.807355,-0.2490,-0.0251,0.0404,0.254
1.817629,-0.0625,0.1611,-0.2146,0.276
1.827511,0.3685,0.2298,-0.3327,0.547
1.837276,0.2523,0.1514,-0.2642,0.395
1.847384,-0.0289,0.0926,-0.0391,0.105
1.857333,-0.1037,0.0141,0.0392,0.112
1.867168,-0.0317,0.0239,0.0196,0.044
1.877266,-0.0576,0.0534,-0.0690,0.105
1.887333,-0.2206,0.0436,-0.1479,0.269
1.897671,-0.2077,0.1125,-0.1887,0.302
1.907111,-0.2252,0.1030,-0.2306,0.338
1.919955,-0.1749,0.0839,-0.2340,0.304
1.927623,0.0907,0.0060,-0.1109,0.143
1.937141,0.0723,-0.1010,0.2661,0.294
1.947322,-0.3079,-0.2671,0.3693,0.550
1.957413,-0.2771,-0.2960,0.5420,0.677
1.967193,-0.1396,-0.3741,0.5984,0.719
1.977666,0.0365,-0.2759,0.5490,0.616
1.987397,-0.0320,-0.2565,0.5407,0.599
1.997070,-0.1101,-0.1982,0.4758,0.527
2.007265,-0.3647,-0.0813,0.3341,0.501
2.017401,-0.3360,0.0941,-0.1291,0.372
2.028219,-0.2206,0.2205,0.0058,0.312
2.037361,-0.3418,0.3174,0.1514,0.490
2.047198,-0.4149,0.2669,-0.1024,0.504
2.057610,0.0788,0.1673,-0.0119,0.185
2.067090,0.0917,0.0479,0.0593,0.119
2.078241,-0.2864,0.0364,0.1116,0.310
2.087236,-0.2637,-0.0241,-0.0507,0.270
