time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.756786,-0.0867,-0.0837,0.2544,0.281
3.768820,0.0650,-0.0054,0.3409,0.347
3.776135,0.2554,0.0236,0.1156,0.281
3.787029,-0.1696,0.0230,-0.3040,0.349
3.795929,0.0618,-0.0459,-0.3621,0.370
3.806120,0.2248,-0.0658,0.0577,0.241
3.816076,-0.1300,-0.1641,0.2416,0.320
3.826930,-0.5532,0.0218,0.1115,0.565
3.836933,-0.8387,-0.0373,-0.2735,0.883
3.845897,-0.0796,0.0901,0.2803,0.305
3.856191,0.5802,0.1785,0.2945,0.675
3.866689,1.5073,0.2077,-1.4430,2.097
3.875920,1.7250,-0.1258,-1.2651,2.143
3.885945,-2.6133,-0.2929,0.5629,2.689
3.895853,-0.9217,-0.0283,-0.4775,1.038
3.906160,2.1140,-0.2728,-0.1535,2.137
3.916853,0.6895,-0.1843,0.0812,0.718
3.925978,-1.0001,-0.0961,1.2069,1.570
3.936057,-0.7073,0.2273,0.2114,0.772
3.946170,-0.1835,0.1293,-0.5179,0.564
3.956397,0.1244,0.1587,-0.5222,0.560
3.967003,-0.2546,0.0217,-0.0674,0.264
3.976332,-0.3895,-0.0466,0.3280,0.511
3.986346,-0.3200,-0.0955,0.2648,0.426
3.996446,-0.0552,-0.0364,0.0456,0.080
4.006049,0.2386,0.0127,-0.3600,0.432
4.015914,-0.0246,0.1012,-0.4735,0.485
4.025795,-0.0619,0.0918,-0.3637,0.380
4.036071,-0.0305,-0.0645,0.0873,0.113
4.046029,0.1187,-0.1719,0.5285,0.568
4.055940,0.1414,-0.1912,0.6384,0.681
4.065877,0.0381,-0.2008,0.5550,0.591
4.076167,-0.0743,-0.1126,0.2879,0.318
4.088955,-0.0482,-0.0245,-0.0174,0.057
4.096177,-0.0631,0.0341,-0.1265,0.145
4.106290,-0.3120,0.0242,-0.0597,0.319
4.116132,-0.7582,-0.1032,0.2913,0.819
4.126043,-0.5606,-0.1523,0.6050,0.839
4.136785,0.0263,-0.0543,0.2939,0.300
4.145975,0.5742,0.0140,-0.2216,0.616
4.156639,0.0563,0.0530,-0.2483,0.260
4.165965,-0.3911,0.0724,-0.2764,0.484
4.176085,-0.3302,0.0233,-0.0214,0.332
4.186180,-0.0355,-0.0256,0.0763,0.088
4.196105,0.0041,-0.0453,0.1154,0.124
4.206155,-0.1613,-0.0355,-0.0118,0.166
4.216460,-0.1407,0.0036,-0.0508,0.150
4.226048,-0.0811,-0.0356,0.0370,0.096
4.239149,-0.0705,-0.0748,0.1054,0.147
4.246253,-0.1090,-0.0650,0.1051,0.165
4.255952,-0.1867,-0.0258,0.0657,0.200
4.266576,-0.2155,-0.0062,0.0067,0.216
4.276202,-0.0781,-0.0062,-0.0524,0.094
4.286428,0.0002,-0.0159,-0.0432,0.046
4.296027,-0.0190,-0.0257,-0.0343,0.047
4.306026,-0.0381,-0.0354,0.0034,0.052
4.316181,-0.1059,-0.0451,0.0701,0.135
4.326020,-0.1050,-0.0450,0.0779,0.138
4.336059,-0.1044,-0.0450,0.0172,0.115
4.346057,-0.1428,0.0237,-0.0143,0.145
4.356052,-0.1421,0.0434,-0.0951,0.176
4.366009,-0.0632,0.0043,-0.0974,0.116
4.376215,-0.0822,-0.0248,0.0563,0.103
4.392498,-0.2090,-0.0050,0.1416,0.253
4.396436,-0.2185,-0.0245,0.1591,0.271
4.406216,0.0164,-0.0343,0.1385,0.144
4.416018,0.1143,-0.0735,0.1678,0.216
4.426237,-0.1006,-0.1520,0.3058,0.356
4.437186,-0.3253,-0.2207,0.6013,0.718
4.446011,-0.0115,-0.1033,0.4277,0.440
4.456011,-0.0111,-0.1134,-0.1749,0.209
4.465972,-0.2466,-0.0452,0.2151,0.330
4.476633,-0.1283,0.0032,0.3416,0.365
4.486386,-0.0595,-0.0269,0.1475,0.161
4.496134,-0.3829,-0.0178,0.0822,0.392
4.506062,-0.3452,0.0303,-0.1781,0.390
4.516014,-0.2700,0.0885,-0.1149,0.306
4.526177,-0.1858,0.0388,0.0949,0.212
4.537847,-0.0336,-0.0107,0.0124,0.037
4.546104,0.0502,-0.1095,0.0772,0.143
4.557039,-0.0222,-0.0905,-0.3285,0.341
4.566142,-0.1043,-0.0714,-0.0608,0.140
4.576093,-0.0685,-0.1208,-0.0494,0.147
4.587519,-0.0031,-0.0035,-0.1275,0.128
4.596040,0.1512,-0.0528,-0.0320,0.163
4.607374,0.2772,0.0450,-0.1724,0.330
4.617700,-0.0161,0.0250,-0.0187,0.035
4.626121,-0.3286,0.0248,0.0054,0.330
4.637192,-0.3084,0.0049,0.1676,0.351
4.646233,0.0536,-0.0541,-0.2472,0.259
4.656531,-0.1926,0.0633,-0.2302,0.307
4.666149,-0.5269,-0.0153,0.0000,0.527
4.675998,-0.1768,0.0238,-0.0648,0.190
4.687942,0.0737,-0.0546,0.0381,0.099
4.696635,-0.1943,-0.1135,0.3957,0.455
4.706073,0.1355,0.0138,-0.1083,0.174
4.716729,0.3284,0.0039,0.0343,0.330
4.726154,0.1708,-0.0060,-0.1951,0.259
4.737530,-0.0147,-0.0454,-0.2596,0.264
4.745986,-0.3370,-0.0749,-0.0023,0.345
4.757602,-0.0620,-0.0454,0.3196,0.329
4.766024,-0.0423,-0.0161,0.0468,0.065
4.776333,-0.1007,0.0131,-0.1662,0.195
4.791096,-0.0314,0.0130,-0.1744,0.178
4.796404,-0.0015,-0.0261,-0.0168,0.031
4.805949,-0.1576,-0.0654,0.1893,0.255
4.815958,-0.2059,-0.0753,0.2194,0.310
4.826044,-0.1471,-0.0753,0.1618,0.231
4.837703,-0.0592,-0.0263,0.1148,0.132
4.845995,-0.1377,-0.0362,0.0289,0.145
4.856015,-0.0300,0.0126,0.0606,0.069
4.865954,-0.0398,-0.0168,-0.0149,0.046
4.876588,-0.0004,-0.0267,-0.1200,0.123
4.887729,0.0097,-0.0170,-0.0004,0.020
4.895709,-0.1754,-0.0857,-0.0675,0.207
4.906143,-0.1846,-0.0269,0.1187,0.221
4.921890,0.0605,-0.0759,0.0797,0.126
4.927469,-0.1056,-0.1544,0.1390,0.233
4.939560,0.3262,-0.1642,0.3940,0.537
4.946214,0.2889,-0.0957,0.4833,0.571
4.958105,-0.1777,-0.0273,0.2609,0.317
4.968677,-0.3014,0.0704,-0.0770,0.319
4.976918,-0.2205,0.1289,-0.3360,0.422
4.986096,-0.4347,0.3445,-0.1843,0.584
4.996916,-0.0716,-0.3224,0.3194,0.459
5.006792,0.6439,-0.4991,0.5598,0.988
5.016065,0.8021,0.0499,0.6215,1.016
5.026285,-0.3784,0.1965,-1.0954,1.175
5.038008,-1.3037,-0.1666,-0.8259,1.552
5.046086,-0.4888,-0.1763,0.4249,0.671
5.056078,0.3517,0.0200,0.7614,0.839
5.065993,0.2819,0.2163,0.2086,0.412
5.076886,0.7935,0.3829,-0.5273,1.027
5.089589,0.2601,0.1866,-0.9686,1.020
5.095985,-0.6918,-0.1273,-0.7173,1.005
5.106245,-0.6459,-0.1860,-0.1287,0.684
5.116150,-0.1523,-0.0779,-0.0234,0.173
5.125897,-0.1695,-0.0481,-0.1832,0.254
5.136396,-0.3045,-0.1065,-0.1583,0.359
5.145896,-0.2738,-0.1157,0.0112,0.297
5.156362,-0.2146,-0.1248,0.3161,0.402
5.165868,-0.0286,-0.0554,0.4048,0.410
5.176341,0.0299,-0.0350,0.2802,0.284
5.188599,-0.1362,0.0145,0.1769,0.224
5.196224,-0.2828,-0.0828,0.0946,0.309
5.206053,-0.3128,-0.0724,0.2383,0.400
5.216403,-0.3340,-0.1110,0.3343,0.485
5.226214,-0.3761,-0.1594,0.5200,0.661
5.241378,-0.2723,-0.0902,0.4042,0.496
5.246308,-0.3561,-0.0996,0.1047,0.384
5.256231,-0.2449,-0.0501,-0.1541,0.294
5.266029,0.0911,-0.0594,-0.0806,0.135
5.277331,0.8196,-0.0980,0.4508,0.941
5.289141,0.7766,0.1769,-0.2408,0.832
5.296591,0.1797,0.2163,-0.8719,0.916
5.306120,-0.0724,0.2263,-1.7017,1.718
5.316399,-0.3341,0.2465,-2.5179,2.552
5.326198,0.0012,0.1889,-2.0413,2.050
5.335761,-0.4474,-0.1914,-0.5375,0.725
